Year,Month,Season,district_c,Unnamed: 0,Arrivals,Present
2015,7.0,Summer,2,6415297,158889,895526
2015,7.0,Summer,3,3181950,75626,352861
2015,7.0,Summer,4,6802314,258378,1331626
2015,7.0,Summer,5,3406719,123003,691798
2015,7.0,Summer,6,4612912,60777,283104
2015,7.0,Summer,7,3400737,70768,294593
2015,7.0,Summer,8,1567194,44239,152543
2015,8.0,Summer,1,263931,33966,70896
2015,8.0,Summer,2,6559348,211525,1139978
2015,8.0,Summer,3,3231535,97795,476338
2015,8.0,Summer,4,6863941,312314,1778025
2015,8.0,Summer,5,3459687,159485,936665
2015,8.0,Summer,6,4640959,79085,375361
2015,8.0,Summer,7,3453717,91611,409845
2015,8.0,Summer,8,1591644,51688,210462
2015,9.0,Autumn,1,268005,30715,63556
2015,9.0,Autumn,2,6659840,168609,949735
2015,9.0,Autumn,3,3281102,66801,296516
2015,9.0,Autumn,4,6969186,142450,684797
2015,9.0,Autumn,5,3512649,89231,474252
2015,9.0,Autumn,6,4712254,66403,300849
2015,9.0,Autumn,7,3506679,54037,228640
2015,9.0,Autumn,8,1616088,34026,105634
2015,10.0,Autumn,1,272073,26244,55335
2015,10.0,Autumn,2,6576877,150688,742825
2015,10.0,Autumn,3,3330342,58190,205483
2015,10.0,Autumn,4,7028079,64339,241344
2015,10.0,Autumn,5,3519588,49959,209527
2015,10.0,Autumn,6,4646429,51252,199755
2015,10.0,Autumn,7,3559323,34462,136655
2015,10.0,Autumn,8,1640394,25762,75119
2015,11.0,Autumn,1,276057,19926,37404
2015,11.0,Autumn,2,6204471,53566,182710
2015,11.0,Autumn,3,2961056,20823,55454
2015,11.0,Autumn,4,6154437,22697,61760
2015,11.0,Autumn,5,3382548,15986,46977
2015,11.0,Autumn,6,4112044,16645,52547
2015,11.0,Autumn,7,3377966,14991,52152
2015,11.0,Autumn,8,1617311,15344,38621
2015,12.0,Winter,1,279735,29601,57493
2015,12.0,Winter,2,6476608,81448,232398
2015,12.0,Winter,3,3281855,57131,179956
2015,12.0,Winter,4,7175983,198214,784039
2015,12.0,Winter,5,3616896,101009,412847
2015,12.0,Winter,6,4167063,26880,67984
2015,12.0,Winter,7,3610957,30137,125062
2015,12.0,Winter,8,1686042,36865,113521
2016,1.0,Winter,1,283611,17375,34043
2016,1.0,Winter,2,6232027,35021,145139
2016,1.0,Winter,3,3469726,52973,223673
2016,1.0,Winter,4,7417032,250672,1210602
2016,1.0,Winter,5,3618801,126896,657935
2016,1.0,Winter,6,4177016,11612,46101
2016,1.0,Winter,7,3613070,33189,157601
2016,1.0,Winter,8,1661857,34286,129356
2016,2.0,Winter,1,287433,15611,26947
2016,2.0,Winter,2,5639212,28034,111210
2016,2.0,Winter,3,3467961,58916,261663
2016,2.0,Winter,4,7515804,248409,1302544
2016,2.0,Winter,5,3618778,134645,753978
2016,2.0,Winter,6,4087999,9389,38337
2016,2.0,Winter,7,3661419,39780,208958
2016,2.0,Winter,8,1684067,36050,144166
2016,3.0,Spring,1,291189,20169,39895
2016,3.0,Spring,2,6740907,73830,304753
2016,3.0,Spring,3,3513552,50377,210936
2016,3.0,Spring,4,7615284,211833,1090239
2016,3.0,Spring,5,3715506,121177,678644
2016,3.0,Spring,6,4678916,23516,89238
2016,3.0,Spring,7,3758593,44988,232891
2016,3.0,Spring,8,1754880,34135,130476
2016,4.0,Spring,1,295113,21049,42214
2016,4.0,Spring,2,7029817,103134,449141
2016,4.0,Spring,3,3610468,22937,67140
2016,4.0,Spring,4,7519482,25299,96792
2016,4.0,Spring,5,3864393,11798,48866
2016,4.0,Spring,6,4643468,32892,116977
2016,4.0,Spring,7,3808976,24927,98090
2016,4.0,Spring,8,1778556,14102,35985
2016,5.0,Spring,1,299073,28108,60742
2016,5.0,Spring,2,7425615,171579,830795
2016,5.0,Spring,3,3658843,54279,194505
2016,5.0,Spring,4,7620680,59110,208212
2016,5.0,Spring,5,3916167,44675,167372
2016,5.0,Spring,6,4955752,62665,246119
2016,5.0,Spring,7,3910275,37525,132072
2016,5.0,Spring,8,1802370,25849,70443
2016,6.0,Summer,1,303105,26555,54526
2016,6.0,Summer,2,7525226,132281,712390
2016,6.0,Summer,3,3708047,56148,219452
2016,6.0,Summer,4,7875663,124057,488272
2016,6.0,Summer,5,3968805,77388,340261
2016,6.0,Summer,6,5174161,49829,212341
2016,6.0,Summer,7,3962871,40572,144823
2016,6.0,Summer,8,1826640,25375,76837
2016,7.0,Summer,1,307161,35580,70412
2016,7.0,Summer,2,7625704,191757,1000143
2016,7.0,Summer,3,3757561,89012,388644
2016,7.0,Summer,4,8032404,284983,1395862
2016,7.0,Summer,5,4021767,144704,761109
2016,7.0,Summer,6,5397332,73517,319179
2016,7.0,Summer,7,4015791,79777,321536
2016,7.0,Summer,8,1851060,48353,162789
2016,8.0,Summer,1,311247,35956,79821
2016,8.0,Summer,2,7778876,212889,1210012
2016,8.0,Summer,3,3807293,97041,489510
2016,8.0,Summer,4,8138658,309315,1842167
2016,8.0,Summer,5,4074915,159698,990757
2016,8.0,Summer,6,5520697,82455,402829
2016,8.0,Summer,7,4068921,91773,429776
2016,8.0,Summer,8,1875582,50433,220131
2016,9.0,Autumn,1,315333,33222,66938
2016,9.0,Autumn,2,7880147,180766,968922
2016,9.0,Autumn,3,3856938,73837,303545
2016,9.0,Autumn,4,8191881,171144,750947
2016,9.0,Autumn,5,4127931,101932,498247
2016,9.0,Autumn,6,5487502,71217,309010
2016,9.0,Autumn,7,4121961,61498,237915
2016,9.0,Autumn,8,1900062,35873,113532
2016,10.0,Autumn,1,319395,29232,63661
2016,10.0,Autumn,2,7765293,181595,865129
2016,10.0,Autumn,3,3905940,64591,233725
2016,10.0,Autumn,4,8242323,83830,312987
2016,10.0,Autumn,5,4126686,61572,256220
2016,10.0,Autumn,6,5184453,62129,243008
2016,10.0,Autumn,7,4174329,43888,171543
2016,10.0,Autumn,8,1924236,28518,92915
2016,11.0,Autumn,1,323373,21384,40795
2016,11.0,Autumn,2,7316368,50674,178335
2016,11.0,Autumn,3,3682571,18628,51011
2016,11.0,Autumn,4,7638080,21288,61685
2016,11.0,Autumn,5,4122140,14055,47748
2016,11.0,Autumn,6,5085454,17244,53394
2016,11.0,Autumn,7,3953805,12928,47668
2016,11.0,Autumn,8,1893515,13327,37946
2016,12.0,Winter,1,327153,30075,58796
2016,12.0,Winter,2,7511967,84452,235664
2016,12.0,Winter,3,3889824,56022,172836
2016,12.0,Winter,4,8330554,206488,766167
2016,12.0,Winter,5,4170704,103013,385890
2016,12.0,Winter,6,5090010,27884,72144
2016,12.0,Winter,7,4055293,28825,110251
2016,12.0,Winter,8,1916017,38674,115652
2017,1.0,Winter,1,331011,18000,36117
2017,1.0,Winter,2,7489438,36414,153258
2017,1.0,Winter,3,3991031,51871,225188
2017,1.0,Winter,4,8538735,238938,1229820
2017,1.0,Winter,5,4219310,116553,656483
2017,1.0,Winter,6,4927763,13754,49359
2017,1.0,Winter,7,4103255,30196,162414
2017,1.0,Winter,8,1938420,33540,131854
2017,2.0,Winter,1,334863,14222,25322
2017,2.0,Winter,2,7014703,28441,105619
2017,2.0,Winter,3,4093369,58951,252403
2017,2.0,Winter,4,8749926,254886,1253079
2017,2.0,Winter,5,4212245,134236,714881
2017,2.0,Winter,6,4984134,10261,40552
2017,2.0,Winter,7,4374609,38474,188183
2017,2.0,Winter,8,2016786,37790,142308
2017,3.0,Spring,1,338703,17967,33907
2017,3.0,Spring,2,7550006,38988,150078
2017,3.0,Spring,3,4140438,43427,187722
2017,3.0,Spring,4,8850492,177642,958177
2017,3.0,Spring,5,4260489,99227,598253
2017,3.0,Spring,6,5495328,14497,52624
2017,3.0,Spring,7,4367970,36298,188413
2017,3.0,Spring,8,2039958,31088,118177
2017,4.0,Spring,1,342627,25876,56428
2017,4.0,Spring,2,8269787,157024,679794
2017,4.0,Spring,3,4188765,40755,136146
2017,4.0,Spring,4,8896276,65929,257435
2017,4.0,Spring,5,4424777,25623,98492
2017,4.0,Spring,6,5845714,53871,196419
2017,4.0,Spring,7,4418986,45588,194284
2017,4.0,Spring,8,2006309,24779,76972
2017,5.0,Spring,1,346647,26322,55945
2017,5.0,Spring,2,8366361,132393,654535
2017,5.0,Spring,3,4237668,41862,145776
2017,5.0,Spring,4,8651277,48205,155440
2017,5.0,Spring,5,4534545,35005,122186
2017,5.0,Spring,6,6087747,48055,188662
2017,5.0,Spring,7,4528743,28537,96794
2017,5.0,Spring,8,2087814,19829,53820
2017,6.0,Summer,1,350655,31016,64221
2017,6.0,Summer,2,8521776,176436,892223
2017,6.0,Summer,3,4286632,71988,282280
2017,6.0,Summer,4,9162972,176372,653629
2017,6.0,Summer,5,4587021,103778,440726
2017,6.0,Summer,6,6099693,66996,277704
2017,6.0,Summer,7,4581093,57165,199654
2017,6.0,Summer,8,2111976,32906,96654
2017,7.0,Summer,1,354717,35658,72316
2017,7.0,Summer,2,8739196,199617,1027628
2017,7.0,Summer,3,4336134,95119,403441
2017,7.0,Summer,4,9268788,302602,1477973
2017,7.0,Summer,5,4639947,152120,795707
2017,7.0,Summer,6,6288625,78403,343765
2017,7.0,Summer,7,4633989,83441,335922
2017,7.0,Summer,8,2136384,49233,161236
2017,8.0,Summer,1,358791,36716,80708
2017,8.0,Summer,2,8959310,218496,1215872
2017,8.0,Summer,3,4385634,101003,507735
2017,8.0,Summer,4,9314420,319724,1894663
2017,8.0,Summer,5,4692837,165381,1011109
2017,8.0,Summer,6,6240950,83699,411346
2017,8.0,Summer,7,4626585,90353,431931
2017,8.0,Summer,8,2160798,51154,217037
2017,9.0,Autumn,1,362865,33243,71074
2017,9.0,Autumn,2,8877767,192146,989806
2017,9.0,Autumn,3,4435181,78691,314841
2017,9.0,Autumn,4,9419552,174465,770033
2017,9.0,Autumn,5,4745733,105167,514373
2017,9.0,Autumn,6,6371772,74466,322528
2017,9.0,Autumn,7,4739805,62266,243815
2017,9.0,Autumn,8,2185230,39086,116816
2017,10.0,Autumn,1,366915,30050,66981
2017,10.0,Autumn,2,8914551,183795,891497
2017,10.0,Autumn,3,4484283,67147,249186
2017,10.0,Autumn,4,9277631,83619,320623
2017,10.0,Autumn,5,4798113,62464,261597
2017,10.0,Autumn,6,6320443,65078,257463
2017,10.0,Autumn,7,4730634,43570,173662
2017,10.0,Autumn,8,2209452,28991,93281
2017,11.0,Autumn,1,370905,21741,40851
2017,11.0,Autumn,2,8198711,55478,199262
2017,11.0,Autumn,3,4221497,20942,59713
2017,11.0,Autumn,4,8630233,27875,81623
2017,11.0,Autumn,5,4536913,15219,50938
2017,11.0,Autumn,6,6015560,15869,54123
2017,11.0,Autumn,7,4593849,14160,54475
2017,11.0,Autumn,8,1861090,13222,38739
2017,12.0,Winter,1,374619,30362,61007
2017,12.0,Winter,2,8596896,85698,246765
2017,12.0,Winter,3,4577513,59464,183129
2017,12.0,Winter,4,9533577,230502,848385
2017,12.0,Winter,5,4834958,116284,435551
2017,12.0,Winter,6,5951738,26690,69199
2017,12.0,Winter,7,4640916,30101,114593
2017,12.0,Winter,8,2255508,39823,125375
2018,1.0,Winter,1,378525,19326,38450
2018,1.0,Winter,2,8876032,35588,151952
2018,1.0,Winter,3,4624915,54486,239461
2018,1.0,Winter,4,9822437,251593,1306329
2018,1.0,Winter,5,4758234,122917,685147
2018,1.0,Winter,6,5823099,13523,49980
2018,1.0,Winter,7,4689260,30507,166099
2018,1.0,Winter,8,2215723,35927,143188
2018,2.0,Winter,1,382431,16133,29150
2018,2.0,Winter,2,8197816,34382,133368
2018,2.0,Winter,3,4736157,66918,287834
2018,2.0,Winter,4,9921905,275560,1403586
2018,2.0,Winter,5,4614663,146091,792655
2018,2.0,Winter,6,5625998,11219,43611
2018,2.0,Winter,7,4800369,42704,214217
2018,2.0,Winter,8,2302050,40945,164377
2018,3.0,Spring,1,386241,20360,39010
2018,3.0,Spring,2,8668299,74684,268648
2018,3.0,Spring,3,4718909,53464,211780
2018,3.0,Spring,4,10086828,219732,1044209
2018,3.0,Spring,5,4984151,125456,657550
2018,3.0,Spring,6,6264228,24244,83277
2018,3.0,Spring,7,4848827,45547,217651
2018,3.0,Spring,8,2325252,37948,137531
2018,4.0,Spring,1,390183,24533,53978
2018,4.0,Spring,2,9280703,119991,548925
2018,4.0,Spring,3,4702069,28025,93727
2018,4.0,Spring,4,10125005,42755,216323
2018,4.0,Spring,5,5100813,20584,104977
2018,4.0,Spring,6,6980323,41183,160480
2018,4.0,Spring,7,5029422,30242,131000
2018,4.0,Spring,8,2349150,17223,54514
2018,5.0,Spring,1,394221,31453,65817
2018,5.0,Spring,2,9773233,168181,811871
2018,5.0,Spring,3,4816710,56967,200474
2018,5.0,Spring,4,9965513,63985,225314
2018,5.0,Spring,5,5153391,45469,171189
2018,5.0,Spring,6,7118328,66068,258268
2018,5.0,Spring,7,5147463,38099,132830
2018,5.0,Spring,8,2373378,26727,75234
2018,6.0,Summer,1,398289,32625,62360
2018,6.0,Summer,2,9873532,156638,794078
2018,6.0,Summer,3,4866267,65787,257046
2018,6.0,Summer,4,10334975,171323,628293
2018,6.0,Summer,5,5206413,98544,411827
2018,6.0,Summer,6,7125228,60225,249395
2018,6.0,Summer,7,5200431,51750,179486
2018,6.0,Summer,8,2397816,32294,92329
2018,7.0,Summer,1,402375,36776,76157
2018,7.0,Summer,2,10109607,199920,1054299
2018,7.0,Summer,3,4916116,92529,412360
2018,7.0,Summer,4,10508250,284673,1467691
2018,7.0,Summer,5,5259735,146758,803823
2018,7.0,Summer,6,7265310,77749,358559
2018,7.0,Summer,7,5253699,83715,343756
2018,7.0,Summer,8,2422398,52436,183790
2018,8.0,Summer,1,406479,38050,81063
2018,8.0,Summer,2,10212213,217529,1183031
2018,8.0,Summer,3,4966048,103182,505009
2018,8.0,Summer,4,10614966,323278,1879233
2018,8.0,Summer,5,5313087,165424,1000960
2018,8.0,Summer,6,7271468,83490,405903
2018,8.0,Summer,7,5307051,91951,425916
2018,8.0,Summer,8,2447022,53226,227384
2018,9.0,Autumn,1,410589,34043,70537
2018,9.0,Autumn,2,10108330,201819,979634
2018,9.0,Autumn,3,5015941,82658,317772
2018,9.0,Autumn,4,10652767,198104,801419
2018,9.0,Autumn,5,5366337,112960,515500
2018,9.0,Autumn,6,7413042,76754,321147
2018,9.0,Autumn,7,5360361,66885,250533
2018,9.0,Autumn,8,2471634,42160,122410
2018,10.0,Autumn,1,414669,29618,65496
2018,10.0,Autumn,2,10068840,166279,859213
2018,10.0,Autumn,3,5065433,67307,255264
2018,10.0,Autumn,4,10757857,87117,333536
2018,10.0,Autumn,5,5349813,61910,271797
2018,10.0,Autumn,6,7348145,59391,244777
2018,10.0,Autumn,7,5413257,41326,171268
2018,10.0,Autumn,8,2496048,28704,95187
2018,11.0,Autumn,1,418707,23740,46373
2018,11.0,Autumn,2,9532031,61551,194616
2018,11.0,Autumn,3,5042850,24118,63579
2018,11.0,Autumn,4,9808298,35784,95366
2018,11.0,Autumn,5,5259214,17727,53603
2018,11.0,Autumn,6,6578536,20302,60579
2018,11.0,Autumn,7,5183822,16319,56283
2018,11.0,Autumn,8,2309617,15731,42484
2018,12.0,Winter,1,422487,31218,65020
2018,12.0,Winter,2,9761038,82552,249181
2018,12.0,Winter,3,5089253,57471,186706
2018,12.0,Winter,4,10887915,224932,870593
2018,12.0,Winter,5,5449381,113266,449146
2018,12.0,Winter,6,6779594,26579,73053
2018,12.0,Winter,7,5372811,31894,126899
2018,12.0,Winter,8,2542746,38956,122570
2019,1.0,Winter,1,426423,19439,42465
2019,1.0,Winter,2,9852061,33810,147290
2019,1.0,Winter,3,5207969,52218,232736
2019,1.0,Winter,4,11060450,239602,1262370
2019,1.0,Winter,5,5499947,117974,679504
2019,1.0,Winter,6,6842249,14265,50432
2019,1.0,Winter,7,5565495,29713,166563
2019,1.0,Winter,8,2566374,35680,136602
2019,2.0,Winter,1,430371,16237,30661
2019,2.0,Winter,2,9220155,31479,115121
2019,2.0,Winter,3,5255482,63211,259814
2019,2.0,Winter,4,11233404,263083,1314240
2019,2.0,Winter,5,5406096,137303,736757
2019,2.0,Winter,6,6617135,11162,40558
2019,2.0,Winter,7,5400757,39743,197522
2019,2.0,Winter,8,2589882,37364,144842
2019,3.0,Spring,1,434223,21027,41476
2019,3.0,Spring,2,10103621,53055,190403
2019,3.0,Spring,3,5230151,51150,205846
2019,3.0,Spring,4,11334846,214273,1044734
2019,3.0,Spring,5,5527707,120108,632148
2019,3.0,Spring,6,7330452,17370,59729
2019,3.0,Spring,7,5449423,47258,213285
2019,3.0,Spring,8,2613210,37238,136826
2019,4.0,Spring,1,438195,25521,58638
2019,4.0,Spring,2,10784132,145348,645008
2019,4.0,Spring,3,5351751,36133,122505
2019,4.0,Spring,4,11292178,64975,254533
2019,4.0,Spring,5,5725095,24447,93446
2019,4.0,Spring,6,7617426,49769,186917
2019,4.0,Spring,7,5645652,41061,182814
2019,4.0,Spring,8,2637246,23475,71787
2019,5.0,Spring,1,442251,29048,60860
2019,5.0,Spring,2,10957880,139509,664028
2019,5.0,Spring,3,5401044,46954,151244
2019,5.0,Spring,4,11100231,55272,162493
2019,5.0,Spring,5,5777733,34366,117969
2019,5.0,Spring,6,7909150,54624,202767
2019,5.0,Spring,7,5771811,28830,96857
2019,5.0,Spring,8,2661534,19258,49137
2019,6.0,Summer,1,446313,32181,69291
2019,6.0,Summer,2,11207937,185922,909655
2019,6.0,Summer,3,5450713,75930,292342
2019,6.0,Summer,4,11650680,189821,713367
2019,6.0,Summer,5,5830935,115923,470773
2019,6.0,Summer,6,8056224,71639,292488
2019,6.0,Summer,7,5824911,58697,206305
2019,6.0,Summer,8,2686032,37032,107643
2019,7.0,Summer,1,450423,37073,76107
2019,7.0,Summer,2,11537088,197912,1039641
2019,7.0,Summer,3,5500811,96872,424025
2019,7.0,Summer,4,11757762,299819,1520547
2019,7.0,Summer,5,5884515,152368,823813
2019,7.0,Summer,6,8130306,76249,352650
2019,7.0,Summer,7,5878449,84878,353303
2019,7.0,Summer,8,2710734,52266,180921
2019,8.0,Summer,1,454551,39332,83925
2019,8.0,Summer,2,11489961,234027,1196479
2019,8.0,Summer,3,5550985,109078,515287
2019,8.0,Summer,4,11864970,341051,1895403
2019,8.0,Summer,5,5938083,173756,1006583
2019,8.0,Summer,6,8204562,87734,409711
2019,8.0,Summer,7,5932053,98154,440629
2019,8.0,Summer,8,2735478,57493,230386
2019,9.0,Autumn,1,458661,36281,74359
2019,9.0,Autumn,2,11593188,199616,1001419
2019,9.0,Autumn,3,5600898,83535,332749
2019,9.0,Autumn,4,11894829,202260,850635
2019,9.0,Autumn,5,5991387,114390,536102
2019,9.0,Autumn,6,8125577,76732,326867
2019,9.0,Autumn,7,5985375,68377,262708
2019,9.0,Autumn,8,2760090,41927,126078
2019,10.0,Autumn,1,462759,31043,69184
2019,10.0,Autumn,2,11541371,182438,906204
2019,10.0,Autumn,3,5650646,75267,274541
2019,10.0,Autumn,4,11922943,106830,389068
2019,10.0,Autumn,5,6044505,75630,312472
2019,10.0,Autumn,6,8197843,63040,257195
2019,10.0,Autumn,7,6038523,46801,188120
2019,10.0,Autumn,8,2784630,31562,99925
2019,11.0,Autumn,1,466803,22509,44721
2019,11.0,Autumn,2,10466952,60066,184369
2019,11.0,Autumn,3,5386551,23638,58282
2019,11.0,Autumn,4,11399080,38282,97637
2019,11.0,Autumn,5,5939366,17628,52847
2019,11.0,Autumn,6,7333041,18732,54791
2019,11.0,Autumn,7,6011684,13799,46671
2019,11.0,Autumn,8,2730298,15316,40698
2019,12.0,Winter,1,470649,34086,68776
2019,12.0,Winter,2,11105334,85811,259923
2019,12.0,Winter,3,5745979,60863,199179
2019,12.0,Winter,4,12045220,231842,926411
2019,12.0,Winter,5,5988722,119580,488448
2019,12.0,Winter,6,7628515,26334,74498
2019,12.0,Winter,7,6061812,32771,137244
2019,12.0,Winter,8,2753174,39767,128232
2020,1.0,Winter,1,474609,21727,45734
2020,1.0,Winter,2,11039045,41810,165867
2020,1.0,Winter,3,5794195,58396,246604
2020,1.0,Winter,4,12225738,255821,1298133
2020,1.0,Winter,5,6118298,132350,724821
2020,1.0,Winter,6,7850903,15959,56747
2020,1.0,Winter,7,6112698,35010,180465
2020,1.0,Winter,8,2776304,37699,140984
2020,2.0,Winter,1,478563,16934,34120
2020,2.0,Winter,2,10408947,41801,159690
2020,2.0,Winter,3,5841991,78105,333670
2020,2.0,Winter,4,12406715,304562,1543839
2020,2.0,Winter,5,5928867,163596,859365
2020,2.0,Winter,6,7755673,13445,51283
2020,2.0,Winter,7,6163112,50468,249390
2020,2.0,Winter,8,2879136,44338,179031
2020,3.0,Spring,1,482421,2350,9523
2020,3.0,Spring,2,8551596,7001,30574
2020,3.0,Spring,3,5725651,8949,43485
2020,3.0,Spring,4,12421021,42334,243795
2020,3.0,Spring,5,5893050,21377,138513
2020,3.0,Spring,6,5559252,2008,13504
2020,3.0,Spring,7,5565582,7635,44578
2020,3.0,Spring,8,2820960,6559,29537
2020,4.0,Spring,1,323826,300,5529
2020,4.0,Spring,2,2754755,298,3741
2020,4.0,Spring,3,1701867,331,2376
2020,4.0,Spring,4,2593077,203,2941
2020,4.0,Spring,5,1539660,83,1565
2020,4.0,Spring,6,1863423,218,5398
2020,4.0,Spring,7,1296301,131,999
2020,4.0,Spring,8,1215109,330,2759
2020,5.0,Spring,1,486765,1362,8294
2020,5.0,Spring,2,5120016,1745,8506
2020,5.0,Spring,3,2762874,1510,6421
2020,5.0,Spring,4,4713913,2308,8226
2020,5.0,Spring,5,2600921,774,2968
2020,5.0,Spring,6,4061557,1634,9658
2020,5.0,Spring,7,2925364,985,3174
2020,5.0,Spring,8,1868355,1072,5725
2020,6.0,Summer,1,488739,8202,20104
2020,6.0,Summer,2,11365945,49676,204915
2020,6.0,Summer,3,5966088,19615,67069
2020,6.0,Summer,4,12261161,60144,214804
2020,6.0,Summer,5,6217822,30012,113133
2020,6.0,Summer,6,8003340,19052,75099
2020,6.0,Summer,7,6211712,18513,61740
2020,6.0,Summer,8,2940210,10349,28968
2020,7.0,Summer,1,492681,19371,42300
2020,7.0,Summer,2,12367068,149934,761365
2020,7.0,Summer,3,6014832,67375,306471
2020,7.0,Summer,4,12773709,253933,1277726
2020,7.0,Summer,5,6433671,121007,643400
2020,7.0,Summer,6,8890824,50390,234561
2020,7.0,Summer,7,6427665,69809,280340
2020,7.0,Summer,8,2964228,38358,129244
2020,8.0,Summer,1,496785,30189,69971
2020,8.0,Summer,2,12303394,230698,1134562
2020,8.0,Summer,3,6064721,106985,493550
2020,8.0,Summer,4,12962790,342835,1897819
2020,8.0,Summer,5,6486969,181355,1009291
2020,8.0,Summer,6,8964642,81454,368563
2020,8.0,Summer,7,6480969,95666,429285
2020,8.0,Summer,8,2988834,53922,211691
2020,9.0,Autumn,1,500877,23581,58058
2020,9.0,Autumn,2,12655838,169880,869662
2020,9.0,Autumn,3,6114618,64419,270881
2020,9.0,Autumn,4,13069458,179517,766128
2020,9.0,Autumn,5,6540321,95355,447048
2020,9.0,Autumn,6,8954983,60213,278950
2020,9.0,Autumn,7,6534291,59086,233138
2020,9.0,Autumn,8,3013434,33468,101262
2020,10.0,Autumn,1,504987,15580,39157
2020,10.0,Autumn,2,12166929,108303,553881
2020,10.0,Autumn,3,6164240,43171,167095
2020,10.0,Autumn,4,13006427,63659,244181
2020,10.0,Autumn,5,6508798,40859,171257
2020,10.0,Autumn,6,8943691,32196,144036
2020,10.0,Autumn,7,6587307,31201,124032
2020,10.0,Autumn,8,3037932,19858,65101
2020,11.0,Autumn,1,508929,2711,10984
2020,11.0,Autumn,2,9102614,3256,18191
2020,11.0,Autumn,3,4847542,2089,9028
2020,11.0,Autumn,4,10630655,3456,17484
2020,11.0,Autumn,5,5532945,1447,7615
2020,11.0,Autumn,6,5439327,2148,16116
2020,11.0,Autumn,7,5783819,3606,16260
2020,11.0,Autumn,8,2464698,1745,6725
2020,12.0,Winter,1,512037,3088,11739
2020,12.0,Winter,2,7014792,3419,13019
2020,12.0,Winter,3,3933644,3515,9442
2020,12.0,Winter,4,9579377,10826,32659
2020,12.0,Winter,5,5050166,4002,12918
2020,12.0,Winter,6,5044273,2240,13210
2020,12.0,Winter,7,4533065,1525,7080
2020,12.0,Winter,8,2308632,3868,10062
